Car_Name,Aspirational_Value,Age,km_driven,fuel,seller_type,transmission,owner,selling_price
Mobilio,General,8,70000,Petrol,Individual,Manual,First_Owner,500000
Creta,Premium,3,1200,Petrol,Individual,Manual,First_Owner,1200000
KWID,General,6,40000,Petrol,Individual,Manual,First_Owner,300000
Manza,General,11,80000,Diesel,Individual,Manual,Third_Owner,180000
i10,General,11,134444,Petrol,Individual,Automatic,Second_Owner,180000
Alto,General,13,120000,Petrol,Individual,Manual,Second_Owner,78000
Micra,General,11,120000,Diesel,Individual,Manual,First_Owner,160000
Scorpio,Premium,8,238000,Diesel,Individual,Manual,First_Owner,600000
WagonR,General,14,100000,Petrol,Individual,Manual,Second_Owner,110000
Bolero,General,11,110000,Diesel,Individual,Manual,Second_Owner,450000
Scorpio,Premium,3,35000,Diesel,Individual,Manual,First_Owner,1350000
City,General,19,165000,Petrol,Individual,Manual,Second_Owner,120000
BR-V,General,4,42000,Diesel,Individual,Manual,First_Owner,1040000
Grand_i10,General,8,70000,Diesel,Individual,Manual,Second_Owner,390000
Nano,General,11,60000,Petrol,Individual,Manual,Second_Owner,65000
Polo,Premium,9,115000,Diesel,Individual,Manual,Third_Owner,320000
Ameo,General,5,70000,Diesel,Individual,Manual,First_Owner,720000
Swift,General,15,80000,Petrol,Individual,Manual,Second_Owner,220000
WagonR,General,11,65000,Petrol,Dealer,Manual,First_Owner,225000
Manza,General,12,150000,Diesel,Individual,Manual,Second_Owner,200000
Etios,General,7,75000,Diesel,Dealer,Manual,Second_Owner,434999
Figo,General,10,63700,Diesel,Individual,Manual,First_Owner,300000
Amaze,General,4,74800,Diesel,Individual,Manual,First_Owner,700000
Endeavour,Premium,13,105000,Diesel,Individual,Manual,Second_Owner,500000
Duster,Premium,6,40000,Diesel,Individual,Manual,First_Owner,500000
Ritz,General,6,90000,Diesel,Individual,Manual,Second_Owner,400000
Corolla,Premium,7,75000,Diesel,Dealer,Manual,Second_Owner,825000
Swift,General,4,15000,Diesel,Individual,Manual,First_Owner,720000
Maruti 800,General,13,30000,Petrol,Individual,Manual,Second_Owner,110000
Scorpio,Premium,8,100000,Diesel,Individual,Manual,Second_Owner,600000
Scorpio,Premium,13,155000,Diesel,Individual,Automatic,Third_Owner,275000
LandRover,Premium,10,149000,Diesel,Individual,Automatic,Second_Owner,2349000
i20,General,5,60000,Diesel,Individual,Manual,First_Owner,740000
Baleno,General,5,90000,Diesel,Individual,Manual,First_Owner,800000
Verna,General,3,100000,Diesel,Individual,Manual,First_Owner,1100000
X1,Premium,10,100000,Diesel,Individual,Automatic,Second_Owner,750000
Alto,General,10,90000,Petrol,Individual,Manual,Second_Owner,200000
Spacio,General,13,75000,Diesel,Individual,Manual,First_Owner,210000
Swift,General,13,120000,Diesel,Individual,Manual,Second_Owner,270000
Etios,General,6,90000,Diesel,Individual,Manual,Second_Owner,630000
Xcent,General,7,55000,Petrol,Individual,Manual,First_Owner,375000
Xylo,General,12,70000,Diesel,Individual,Manual,First_Owner,300000
Bolero,General,6,95000,Diesel,Individual,Manual,Second_Owner,580000
Verna,General,8,50000,Diesel,Individual,Manual,First_Owner,550000
Ciaz,General,6,50000,Diesel,Individual,Manual,First_Owner,750000
Omni,General,8,60516,Petrol,Individual,Manual,First_Owner,250000
Verna,General,10,235000,Diesel,Individual,Manual,Second_Owner,434999
E-Class,Premium,15,76731,Diesel,Dealer,Automatic,First_Owner,900000
Swift,General,6,64000,Diesel,Dealer,Manual,First_Owner,685000
Swift,General,8,65000,Diesel,Dealer,Manual,First_Owner,540000
City,General,4,13000,Petrol,Dealer,Automatic,TestDriveCar,1165000
Ecosport,Premium,8,77000,Diesel,Dealer,Manual,First_Owner,610000
EON,General,11,24000,Petrol,Dealer,Manual,First_Owner,254999
Micra,General,8,63840,Petrol,Dealer,Manual,First_Owner,280000
Tiago,General,5,25000,Petrol,Individual,Manual,First_Owner,370000
Safari,Premium,11,76400,Diesel,Individual,Manual,Second_Owner,459999
Zen,General,24,70000,Petrol,Individual,Manual,Third_Owner,42000
Zen,General,24,70000,Petrol,Individual,Manual,Third_Owner,42000
Linea,General,11,80000,Diesel,Individual,Manual,Third_Owner,190000
Punto,General,12,100000,Petrol,Individual,Manual,Fourth&Above Owner,165000
EcoSport,Premium,5,40000,Diesel,Individual,Manual,First_Owner,710000
Creta,Premium,4,15000,Petrol,Individual,Manual,First_Owner,1200000
Zen,General,11,70000,Petrol,Individual,Manual,First_Owner,229999
KWID,General,4,15000,Petrol,Individual,Manual,First_Owner,310000
WagonR,General,7,40000,Petrol,Individual,Manual,First_Owner,320000
Maruti 800,General,16,54000,Petrol,Individual,Manual,First_Owner,100000
Verna,General,13,90000,Diesel,Individual,Manual,First_Owner,160000
Maruti 800,General,15,52000,Petrol,Individual,Manual,First_Owner,60000
Indigo,General,10,200000,Diesel,Individual,Manual,Third_Owner,100000
Beat,General,6,35000,Diesel,Individual,Manual,Second_Owner,350000
Duster,Premium,5,60000,Diesel,Individual,Manual,First_Owner,700000
Alto,General,5,31489,Petrol,Individual,Manual,First_Owner,300000
i20,General,4,40000,Diesel,Individual,Manual,First_Owner,830000
Quanto,General,9,110000,Diesel,Individual,Manual,First_Owner,220000
Indigo,General,13,50000,Diesel,Individual,Manual,First_Owner,130000
i20,General,10,44000,Petrol,Individual,Manual,First_Owner,330000
City,General,12,90000,Petrol,Individual,Manual,Second_Owner,254999
Verna,General,8,50000,Petrol,Individual,Manual,Second_Owner,600000
i10,General,10,50000,Petrol,Individual,Manual,First_Owner,210000
Zen,General,15,81366,Petrol,Individual,Manual,First_Owner,120000
Esteem,General,16,110000,Petrol,Individual,Manual,First_Owner,95000
Innova,General,16,300000,Diesel,Individual,Manual,First_Owner,229999
Verna,General,12,70000,Petrol,Individual,Manual,First_Owner,229999
i20,General,9,100000,Diesel,Individual,Manual,First_Owner,400000
Gypsy,General,17,70000,Petrol,Individual,Manual,Second_Owner,300000
Figo,General,9,50000,Diesel,Individual,Manual,First_Owner,300000
Fiesta,General,13,180000,Diesel,Individual,Manual,Second_Owner,80000
Maruti 800,General,14,50000,Petrol,Individual,Manual,Second_Owner,80000
Esteem,General,15,90000,Petrol,Individual,Manual,Second_Owner,100000
Indica,General,10,110000,Diesel,Individual,Manual,First_Owner,300000
Baleno,General,4,26000,Petrol,Individual,Automatic,First_Owner,700000
Brezza,General,6,65000,Diesel,Individual,Manual,First_Owner,975000
Captiva,General,13,130000,Diesel,Individual,Manual,First_Owner,500000
Duster,Premium,9,75000,Diesel,Individual,Manual,Second_Owner,550000
Terrano,General,8,110000,Diesel,Individual,Manual,Second_Owner,550000
Alto,General,8,50000,Petrol,Individual,Manual,First_Owner,240000
Indica,General,13,80000,Petrol,Individual,Manual,Second_Owner,120000
Alto,General,9,60000,Petrol,Individual,Manual,Second_Owner,900000
City,General,13,90000,Petrol,Individual,Manual,Second_Owner,250000
KWID,General,5,36000,Petrol,Individual,Manual,First_Owner,280000
Indica,General,12,87000,Diesel,Individual,Manual,First_Owner,85000
Indica,General,11,80000,Diesel,Individual,Manual,First_Owner,90000
Enjoy,General,7,50000,Diesel,Individual,Manual,First_Owner,500000
Maruti 800,General,9,60000,Petrol,Individual,Manual,First_Owner,200000
KWID,General,7,50000,Petrol,Individual,Manual,First_Owner,250000
Swift,General,8,40000,Diesel,Individual,Manual,Third_Owner,185000
i10,General,14,60000,Petrol,Individual,Manual,Second_Owner,100000
Etios,General,7,55000,Diesel,Individual,Manual,First_Owner,610000
Quanto,General,10,80000,Diesel,Individual,Manual,First_Owner,290000
Xylo,General,10,295000,Diesel,Individual,Manual,First_Owner,300000
EON,General,7,80000,Petrol,Individual,Manual,First_Owner,225000
Alto,General,5,50000,Petrol,Individual,Manual,Second_Owner,320000
Indigo,General,10,158000,Diesel,Individual,Manual,Third_Owner,135000
Innova,General,16,400000,Diesel,Individual,Manual,Third_Owner,400000
WagonR,General,6,25000,Petrol,Individual,Manual,First_Owner,400000
i20,General,5,35000,Petrol,Individual,Manual,First_Owner,570000
Ignis,General,4,12000,Petrol,Individual,Manual,First_Owner,500000
Omni,General,7,70000,Petrol,Individual,Manual,First_Owner,130000
Tiago,General,4,4000,Petrol,Individual,Manual,First_Owner,360000
Figo,General,5,10832,Petrol,Dealer,Manual,First_Owner,530000
i10,General,13,50000,Petrol,Individual,Manual,First_Owner,250000
Sunny,General,6,19495,Petrol,Dealer,Manual,First_Owner,600000
Duster,Premium,9,62668,Diesel,Dealer,Manual,First_Owner,570000
XUV500,Premium,9,85710,Diesel,Dealer,Manual,First_Owner,850000
Figo,General,11,55130,Diesel,Dealer,Manual,Second_Owner,250000
Ecosport,Premium,8,63356,Diesel,Dealer,Manual,Second_Owner,580000
Fortuner,Premium,10,129627,Diesel,Dealer,Manual,First_Owner,1680000
Spark,General,12,15000,Petrol,Individual,Manual,First_Owner,180000
Tiago,General,5,50000,Petrol,Individual,Manual,First_Owner,300000
Etios,General,10,70000,Petrol,Individual,Manual,Second_Owner,269000
Alto,General,4,20000,Petrol,Individual,Manual,First_Owner,231999
Beat,General,11,60000,Petrol,Individual,Manual,Third_Owner,150000
Grand_i10,General,5,5000,Petrol,Individual,Manual,First_Owner,495000
Ciaz,General,8,15000,Petrol,Individual,Manual,First_Owner,700000
GO,General,4,4400,Petrol,Individual,Manual,Second_Owner,400000
Xylo,General,3,15000,Diesel,Individual,Manual,Third_Owner,599000
Duster,Premium,9,45000,Diesel,Individual,Manual,First_Owner,421000
EcoSport,Premium,4,1000,Diesel,Individual,Manual,First_Owner,841000
i10,General,8,38500,Petrol,Individual,Manual,First_Owner,295000
i10,General,11,25000,Petrol,Individual,Manual,First_Owner,220000
Classic,General,9,35000,Diesel,Individual,Manual,First_Owner,250000
Fortuner,Premium,13,110000,Diesel,Individual,Manual,Second_Owner,1100000
Verna,General,10,40000,Petrol,Individual,Manual,First_Owner,300000
Aveo,General,15,110000,Petrol,Individual,Manual,Second_Owner,80000
Beat,General,9,20000,Diesel,Individual,Manual,Third_Owner,215000
EON,General,10,14987,Petrol,Dealer,Manual,First_Owner,245000
EcoSport,Premium,6,25061,Diesel,Dealer,Manual,First_Owner,650000
Ecosport,Premium,5,42494,Diesel,Dealer,Manual,First_Owner,760000
Amaze,General,8,44875,Diesel,Dealer,Manual,First_Owner,395000
Figo,General,8,89741,Diesel,Dealer,Manual,Second_Owner,280000
Jazz,General,6,65000,Diesel,Dealer,Manual,First_Owner,495000
Jazz,General,6,35000,Diesel,Dealer,Manual,First_Owner,525000
Innova,General,13,347089,Diesel,Dealer,Manual,First_Owner,420000
Safari,Premium,12,34500,Diesel,Individual,Manual,First_Owner,210000
i20,General,4,30000,Petrol,Individual,Manual,First_Owner,650000
BMW_320D,Premium,4,39000,Diesel,Individual,Automatic,First_Owner,2300000
Ford_Freestyle,General,3,16000,Diesel,Individual,Manual,First_Owner,525000
WagonR,General,12,80000,CNG,Individual,Manual,Second_Owner,195000
Ertiga,General,6,60000,Diesel,Individual,Manual,First_Owner,650000
TUV,General,7,110000,Diesel,Individual,Manual,First_Owner,540000
Alto,General,8,61000,Petrol,Individual,Manual,First_Owner,180000
Bolero,General,5,29000,Diesel,Individual,Manual,First_Owner,750000
Ertiga,General,4,50000,Diesel,Individual,Manual,First_Owner,980000
Punto,General,8,90000,Diesel,Individual,Manual,First_Owner,250000
Grand_i10,General,4,35000,Petrol,Individual,Automatic,First_Owner,550000
Vento,General,7,43000,Petrol,Individual,Manual,Second_Owner,509999
Alto,General,5,50000,Petrol,Individual,Manual,First_Owner,320000
EON,General,6,25000,Petrol,Individual,Manual,First_Owner,275000
XUV500,Premium,9,222252,Diesel,Individual,Manual,First_Owner,550000
WagonR,General,13,50000,Petrol,Individual,Manual,Second_Owner,145000
Punto,General,9,80000,Diesel,Individual,Manual,First_Owner,250000
Verna,General,10,35000,Diesel,Individual,Manual,First_Owner,520000
Alto,General,15,85000,Petrol,Individual,Manual,Second_Owner,95000
Innova,General,11,110000,Diesel,Individual,Manual,Third_Owner,725000
Maruti 800,General,16,70000,Petrol,Individual,Manual,Second_Owner,55000
City,General,8,100000,Diesel,Individual,Manual,First_Owner,600000
Vento,General,9,120000,Diesel,Individual,Manual,Second_Owner,330000
Swift,General,7,89000,Diesel,Individual,Manual,First_Owner,470000
Swift,General,9,120000,Diesel,Individual,Manual,First_Owner,365000
EON,General,9,40000,Petrol,Individual,Manual,Second_Owner,250000
WagonR,General,5,17000,Petrol,Individual,Manual,First_Owner,430000
Swift,General,9,125000,Diesel,Individual,Manual,Second_Owner,400000
Swift,General,7,110000,Petrol,Individual,Manual,Second_Owner,615000
Figo,General,11,120000,Diesel,Individual,Manual,Second_Owner,150000
Figo,General,8,90000,Diesel,Individual,Manual,First_Owner,240000
Scorpio,Premium,8,90000,Diesel,Individual,Manual,First_Owner,800000
EON,General,7,110000,LPG,Individual,Manual,First_Owner,240000
Ecosport,Premium,8,87000,Diesel,Individual,Manual,Second_Owner,600000
Scorpio,Premium,8,15000,Diesel,Individual,Manual,First_Owner,800000
EON,General,7,70000,Petrol,Individual,Manual,First_Owner,160000
Fiesta,General,10,38000,Petrol,Individual,Manual,First_Owner,350000
City,General,11,64000,Petrol,Individual,Manual,Second_Owner,300000
Sumo,General,7,55250,Diesel,Individual,Manual,First_Owner,399000
Bolero,General,11,110000,Diesel,Individual,Manual,First_Owner,300000
A-Star,General,10,70000,Petrol,Individual,Automatic,First_Owner,150000
Cruze,General,12,60000,Diesel,Individual,Manual,Third_Owner,320000
Hexa,General,4,17000,Diesel,Individual,Manual,First_Owner,1280000
KWID,General,5,13000,Petrol,Individual,Manual,Second_Owner,300000
Terrano,General,6,60000,Diesel,Individual,Manual,First_Owner,1000000
Pajero,Premium,10,120000,Diesel,Individual,Manual,Second_Owner,1090000
Safari,Premium,10,97000,Diesel,Individual,Manual,Second_Owner,450000
Indica,General,15,130000,Petrol,Individual,Manual,Second_Owner,60000
Swift,General,9,50000,Petrol,Individual,Manual,First_Owner,500000
Indigo,General,10,120000,Diesel,Individual,Manual,Second_Owner,200000
Ecosport,Premium,7,68000,Diesel,Individual,Manual,First_Owner,650000
Alto,General,16,100000,Petrol,Individual,Manual,Second_Owner,60000
Ertiga,General,9,80000,Diesel,Individual,Manual,First_Owner,250999
Accent,General,10,67000,CNG,Dealer,Manual,Second_Owner,185000
Alto,General,7,60000,Petrol,Individual,Manual,First_Owner,155000
Swift,General,3,5000,Petrol,Individual,Manual,First_Owner,600000
KWID,General,6,20000,Petrol,Individual,Manual,First_Owner,300000
Creta,Premium,4,12500,Petrol,Individual,Manual,First_Owner,850000
Eeco,General,3,4000,CNG,Individual,Manual,First_Owner,470000
Figo,General,3,25000,Petrol,Individual,Manual,First_Owner,600000
Innova,General,9,70000,Diesel,Individual,Manual,Second_Owner,700000
WagonR,General,15,162000,LPG,Individual,Manual,First_Owner,70000
Fortuner,Premium,12,205000,Diesel,Individual,Manual,Second_Owner,1250000
A6,Premium,14,70000,Petrol,Individual,Automatic,Third_Owner,650000
Xcent,General,4,70000,Diesel,Individual,Manual,Second_Owner,450000
XUV500,Premium,8,100000,Diesel,Individual,Manual,Second_Owner,750000
Innova,General,9,70000,Diesel,Individual,Manual,Second_Owner,775000
SantaFe,General,11,220000,Diesel,Individual,Manual,First_Owner,800000
Amaze,General,7,80000,Petrol,Individual,Manual,Second_Owner,360000
Corolla,Premium,12,120000,Diesel,Individual,Manual,First_Owner,250000
Compass,Premium,5,22038,Diesel,Individual,Manual,First_Owner,1490000
Terrano,General,9,80000,Diesel,Individual,Manual,First_Owner,600000
Alto,General,12,90000,Petrol,Individual,Manual,First_Owner,120000
Safari,Premium,10,140000,Diesel,Individual,Manual,Second_Owner,320000
Thar,General,11,120000,Diesel,Individual,Manual,Second_Owner,400000
Swift,General,7,60000,Diesel,Individual,Manual,First_Owner,302000
Beat,General,11,80000,Diesel,Individual,Manual,Second_Owner,130000
Swift,General,8,60000,Petrol,Individual,Manual,Second_Owner,150000
Indica,General,10,90000,Diesel,Individual,Manual,Second_Owner,200000
Innova,General,10,80000,Diesel,Individual,Manual,First_Owner,950000
Swift,General,14,175000,Diesel,Individual,Manual,Second_Owner,120000
XUV500,Premium,3,10000,Diesel,Individual,Manual,First_Owner,1400000
i20,General,5,65000,Petrol,Individual,Manual,First_Owner,620000
Innova,General,10,90000,Diesel,Individual,Manual,First_Owner,449000
Alto,General,15,70000,Petrol,Individual,Manual,First_Owner,100000
Grand_i10,General,4,2500,Petrol,Individual,Manual,First_Owner,600000
Amaze,General,6,35000,Diesel,Individual,Manual,First_Owner,700000
Beat,General,10,40000,Diesel,Individual,Manual,First_Owner,250000
Baleno,General,4,63000,Petrol,Individual,Manual,First_Owner,550000
Superb,General,9,88000,Diesel,Dealer,Automatic,First_Owner,675000
Terrano,General,7,55000,Diesel,Dealer,Manual,First_Owner,530000
Enjoy,General,8,71014,Diesel,Dealer,Manual,First_Owner,325000
Scala,General,7,60000,Diesel,Dealer,Manual,First_Owner,370000
Rapid,General,8,70000,Diesel,Individual,Manual,First_Owner,360000
Superb,General,10,60000,Petrol,Dealer,Automatic,First_Owner,650000
Fiesta,General,10,92000,Diesel,Dealer,Manual,Third_Owner,199000
Quanto,General,8,89126,Diesel,Individual,Manual,First_Owner,285000
Jetta,General,13,134000,Diesel,Individual,Automatic,First_Owner,260000
Ciaz,General,3,15000,Petrol,Dealer,Automatic,First_Owner,869999
Grand_i10,General,6,42500,Diesel,Dealer,Manual,First_Owner,425000
Cruze,General,10,42000,Diesel,Dealer,Automatic,First_Owner,490000
XUV500,Premium,7,70000,Diesel,Individual,Automatic,Second_Owner,750000
City,General,18,110000,Petrol,Individual,Manual,Third_Owner,125000
Linea,General,8,131365,Diesel,Individual,Manual,First_Owner,221000
Vento,General,6,48980,Diesel,Dealer,Automatic,First_Owner,724000
Amaze,General,8,46000,Petrol,Dealer,Automatic,First_Owner,440000
Spark,General,13,60000,Petrol,Individual,Manual,Third_Owner,70000
Baleno,General,7,58000,Diesel,Dealer,Manual,First_Owner,511000
S-Cross,General,6,22000,Diesel,Dealer,Manual,First_Owner,790000
i20,General,5,37000,Petrol,Individual,Manual,First_Owner,640000
Santro,General,13,70000,Petrol,Individual,Manual,Fourth&Above Owner,120000
Beat,General,10,98900,Diesel,Individual,Manual,Third_Owner,126000
Beat,General,10,125000,Diesel,Individual,Manual,First_Owner,120000
TUV,General,5,60000,Diesel,Individual,Manual,First_Owner,650000
Grand_i10,General,8,80000,Petrol,Individual,Manual,Second_Owner,450000
Zen,General,12,80000,CNG,Individual,Manual,Fourth&Above Owner,110000
Bolero,General,5,40000,Diesel,Individual,Manual,First_Owner,600000
XUV500,Premium,10,80000,Diesel,Individual,Manual,Second_Owner,620000
Ecosport,Premium,8,30000,Diesel,Individual,Manual,First_Owner,600000
Bolero,General,4,35000,Diesel,Individual,Manual,First_Owner,795000
Winger,General,11,180000,Diesel,Individual,Manual,Third_Owner,300000
Lodgy,General,7,60000,Diesel,Individual,Manual,First_Owner,495000
A4,Premium,9,86000,Diesel,Dealer,Automatic,First_Owner,1580000
Q3,Premium,7,127643,Diesel,Dealer,Automatic,First_Owner,1750000
Hexa,General,4,34000,Diesel,Individual,Automatic,First_Owner,1350000
Xylo,General,8,145000,Diesel,Individual,Manual,First_Owner,350000
RediGO,General,4,25000,Petrol,Individual,Automatic,First_Owner,300000
Zest,General,4,54000,Petrol,Dealer,Manual,Second_Owner,400000
A6,Premium,8,102354,Diesel,Dealer,Automatic,First_Owner,1750000
Zen,General,23,70000,Petrol,Individual,Manual,Fourth&Above Owner,70000
Sunny,General,4,70000,Diesel,Individual,Manual,First_Owner,500000
Q3,Premium,5,36000,Diesel,Dealer,Automatic,First_Owner,2575000
Brio,General,8,58000,Petrol,Dealer,Manual,First_Owner,345000
Indigo,General,9,100000,Diesel,Individual,Manual,First_Owner,220000
Q5,Premium,8,62237,Petrol,Dealer,Automatic,First_Owner,1850000
Santro,General,17,90000,Petrol,Dealer,Manual,Second_Owner,114999
Maruti 800,General,23,100000,Petrol,Individual,Manual,Second_Owner,50000
Jazz,General,5,14000,Petrol,Dealer,Manual,First_Owner,585000
EcoSport,Premium,4,21394,Diesel,Dealer,Manual,First_Owner,950000
Swift,General,4,13800,Petrol,Individual,Automatic,First_Owner,625000
Creta,Premium,5,23000,Petrol,Dealer,Automatic,First_Owner,1035000
GO,General,7,32686,Petrol,Dealer,Manual,First_Owner,310000
Xylo,General,5,99700,Diesel,Individual,Manual,First_Owner,600000
Fortuner,Premium,3,5000,Diesel,Individual,Automatic,First_Owner,3100000
City,General,8,49654,Diesel,Dealer,Manual,First_Owner,650000
Grand_i10,General,6,45457,Petrol,Dealer,Manual,First_Owner,550000
Creta,Premium,5,39221,Diesel,Dealer,Manual,First_Owner,1260000
i20,General,6,48220,Petrol,Dealer,Manual,First_Owner,660000
i20,General,5,11114,Petrol,Dealer,Manual,First_Owner,700000
Getz,General,14,60208,Diesel,Dealer,Manual,First_Owner,235000
Vento,General,9,80000,Diesel,Dealer,Manual,First_Owner,475000
E-Class,Premium,14,98600,Diesel,Dealer,Automatic,First_Owner,795000
Audi_RS7,Premium,6,13000,Petrol,Dealer,Automatic,First_Owner,8900000
Q5,Premium,7,30000,Diesel,Dealer,Automatic,First_Owner,3200000
Hector,General,3,18000,Petrol,Dealer,Automatic,First_Owner,1860000
LandRover,Premium,12,100000,Diesel,Dealer,Automatic,First_Owner,4200000
City,General,7,58000,Petrol,Dealer,Automatic,First_Owner,850000
Xylo,General,5,85441,Diesel,Dealer,Manual,First_Owner,585000
Verito,General,7,64541,Diesel,Dealer,Manual,First_Owner,380000
Swift,General,3,35000,Diesel,Individual,Manual,First_Owner,650000
Swift,General,4,30000,Petrol,Individual,Manual,First_Owner,600000
Micra,General,5,16267,Petrol,Dealer,Manual,First_Owner,434999
Vento,General,9,71500,Diesel,Dealer,Manual,First_Owner,525000
BMW_520D,Premium,3,12999,Diesel,Dealer,Automatic,First_Owner,4800000
Aveo,General,14,80000,Petrol,Individual,Manual,First_Owner,160000
Zen,General,15,90000,Petrol,Individual,Manual,Second_Owner,160000
Spark,General,10,28000,Petrol,Individual,Manual,First_Owner,125000
Bolero,General,7,200000,Diesel,Individual,Manual,First_Owner,430000
Creta,Premium,5,14700,Petrol,Individual,Manual,First_Owner,900000
Alto,General,22,90000,Petrol,Individual,Manual,Second_Owner,61000
WagonR,General,5,50000,Petrol,Individual,Manual,First_Owner,400000
Santro,General,13,100000,Petrol,Individual,Manual,Second_Owner,150000
Polo,Premium,3,24000,Petrol,Individual,Automatic,First_Owner,950000
Indigo,General,9,100000,Diesel,Individual,Manual,First_Owner,220000
Getz,General,15,90000,Petrol,Individual,Manual,First_Owner,110000
Bolt,General,7,30000,Petrol,Individual,Manual,First_Owner,375000
GO,General,5,80000,Petrol,Individual,Manual,First_Owner,350000
i20,General,10,92686,Diesel,Dealer,Manual,Second_Owner,310000
Indica,General,12,300000,Petrol,Individual,Manual,Third_Owner,90000
Vento,General,11,90000,Petrol,Individual,Manual,Second_Owner,350000
Santro,General,19,60000,Petrol,Individual,Manual,First_Owner,100000
XUV500,Premium,5,40000,Diesel,Individual,Automatic,First_Owner,1300000
WagonR,General,18,90000,Petrol,Individual,Manual,Fourth&Above Owner,70000
Sail,General,9,80000,Diesel,Individual,Manual,First_Owner,225000
City,General,20,100000,Petrol,Individual,Manual,First_Owner,145000
EcoSport,Premium,4,20000,Diesel,Individual,Manual,First_Owner,930000
Swift,General,3,51000,Petrol,Individual,Manual,First_Owner,550000
Alto,General,14,120000,Petrol,Individual,Manual,Second_Owner,85000
EON,General,8,55000,Petrol,Individual,Manual,First_Owner,280000
EON,General,4,6000,Petrol,Individual,Manual,First_Owner,360000
Alto,General,11,40000,Petrol,Individual,Manual,Second_Owner,150000
Rapid,General,5,15000,Petrol,Individual,Automatic,First_Owner,900000
CLASSIC,General,17,50000,Diesel,Individual,Manual,Second_Owner,120000
Linea,General,12,90000,Petrol,Individual,Manual,Second_Owner,215000
Scala,General,9,38500,Diesel,Individual,Manual,First_Owner,550000
Nexon,General,4,35000,Petrol,Individual,Manual,First_Owner,775000
Gypsy,General,21,49359,Petrol,Individual,Manual,Third_Owner,409999
Maruti 800,General,17,70000,Petrol,Individual,Manual,Second_Owner,65000
WagonR,General,14,90000,Petrol,Individual,Manual,Second_Owner,200000
WagonR,General,12,50000,Petrol,Individual,Manual,Second_Owner,240000
Innova,General,10,108731,Diesel,Individual,Manual,First_Owner,800000
Innova,General,12,120000,Diesel,Individual,Manual,First_Owner,400000
Sumo,General,6,60000,Diesel,Individual,Manual,First_Owner,500000
Renault,General,15,90000,Diesel,Individual,Manual,Third_Owner,150000
Etios,General,8,140000,Diesel,Individual,Manual,Second_Owner,500000
EON,General,8,80000,Petrol,Individual,Manual,First_Owner,320000
Micra,General,9,90000,Diesel,Individual,Manual,First_Owner,300000
Lodgy,General,5,40000,Diesel,Individual,Manual,First_Owner,650000
Alto,General,4,14000,Petrol,Individual,Manual,First_Owner,285000
Aria,General,10,70000,Diesel,Individual,Manual,Second_Owner,360000
Accord,General,13,55000,Petrol,Individual,Manual,Second_Owner,450000
Alto,General,11,60000,Petrol,Individual,Manual,Third_Owner,175000
Cruze,General,11,74000,Diesel,Individual,Manual,Second_Owner,350000
Figo,General,2,45000,Diesel,Dealer,Manual,First_Owner,530000
City,General,5,38000,Diesel,Dealer,Manual,First_Owner,1025000
BR-V,General,5,24000,Diesel,Dealer,Manual,First_Owner,950000
WR-V,Premium,5,29976,Petrol,Dealer,Manual,First_Owner,725000
City,General,5,41000,Petrol,Dealer,Manual,First_Owner,919999
Jazz,General,4,15000,Diesel,Dealer,Manual,First_Owner,700000
Jazz,General,5,36000,Diesel,Dealer,Manual,First_Owner,725000
BR-V,General,5,30646,Petrol,Dealer,Manual,First_Owner,840000
WagonR,General,7,23600,Petrol,Dealer,Manual,First_Owner,365000
City,General,8,71318,Diesel,Dealer,Manual,First_Owner,665000
Maruti 800,General,19,78098,Petrol,Individual,Manual,First_Owner,50000
EON,General,8,30000,Petrol,Individual,Manual,First_Owner,225000
i10,General,10,45000,Petrol,Individual,Manual,Second_Owner,229999
Santro,General,14,67000,Petrol,Individual,Manual,First_Owner,145000
Figo,General,4,14681,Diesel,Dealer,Manual,First_Owner,624000
Verna,General,7,25000,Petrol,Individual,Manual,First_Owner,500000
EcoSport,Premium,5,18054,Petrol,Dealer,Manual,First_Owner,750000
City,General,7,40000,Diesel,Individual,Manual,First_Owner,785000
i10,General,11,30000,Petrol,Individual,Manual,First_Owner,225000
Xcent,General,5,80000,Diesel,Individual,Manual,First_Owner,300000
i20,General,6,20000,Diesel,Individual,Manual,First_Owner,680000
TUV,General,6,40000,Diesel,Individual,Manual,First_Owner,700000
Indigo,General,11,120000,Diesel,Individual,Manual,First_Owner,180000
Fiesta,General,14,120000,Diesel,Individual,Manual,Second_Owner,270000
Swift,General,12,97000,Petrol,Individual,Manual,Second_Owner,370000
Xylo,General,4,70000,Diesel,Individual,Manual,First_Owner,1100000
Accent,General,18,120000,Diesel,Individual,Manual,Second_Owner,120000
Rapid,General,9,88000,Diesel,Individual,Manual,Second_Owner,430000
Swift,General,8,38406,Diesel,Dealer,Manual,First_Owner,550000
Santro,General,8,54350,Petrol,Dealer,Manual,First_Owner,320000
WagonR,General,7,32260,Petrol,Dealer,Manual,First_Owner,390000
Duster,Premium,8,58231,Diesel,Dealer,Manual,First_Owner,550000
Swift,General,10,59858,Petrol,Dealer,Manual,First_Owner,370000
Alto,General,12,73350,Petrol,Dealer,Manual,First_Owner,190000
Duster,Premium,9,88473,Diesel,Dealer,Manual,First_Owner,509999
City,General,9,96987,Petrol,Dealer,Manual,First_Owner,450000
